text_clean,label,pred,word_count,unique_ratio,lexical_entropy,sentiment
time despite fact currently million people living poverty line access health service access health care access health care,0,1,18,0.7222222222222222,3.530493056757482,0.0
afvision new gb patch cod mw break every game return desktop without error message paid even cleaning nvidia resume folder useful nothing fix every game give unreproducible,2,0,27,0.9259259259259259,4.606739354015321,-0.09090909090909093
time despite fact currently million people living poverty line access health service access health care access health care,0,1,18,0.7222222222222222,3.530493056757482,0.0
crap every night let fuck tch tv one nip wonder closure follower plus new emote unlock,1,0,16,1.0,4.0,-0.35454545454545466
need advice suggestion pleeeeease clear noodle canister player capture smooth choppy capture good good capture ob nvidia driver update rtx card done nerdiod help necessary,0,2,25,0.88,4.373660689688185,0.2833333333333333
time despite fact currently million people living poverty line access health service access health care access health care,2,1,18,0.7222222222222222,3.530493056757482,0.0
nothing spoil gambling session bad graphic lgsouthafrica otv us nvidia g sync technology solve gaming problem,1,0,16,1.0,4.0,-0.3499999999999999
nothing ruin gaming development session like poor graphic official oled tv feature nvidia g sync technology solve problem gaming system frustration,1,0,21,0.9523809523809523,4.297079327540666,-0.2
wow people saw coming quite big player accelerated computing colorful little spatula com originally video gaming programming orientated company solid commitment primarily medical research hpcs data center exciting time,2,1,29,1.0,4.85798099512757,0.08750000000000001
time despite fact currently million people living poverty line access health service access health care access health care,0,1,18,0.7222222222222222,3.530493056757482,0.0
another success nvidia mobile folding distributed distributed computing network since received many cuda support watchbha xyz one another succes,2,0,19,0.8947368421052632,4.037401197654112,0.4
time despite fact currently million people living poverty line access health service access health care access health care,2,1,18,0.7222222222222222,3.530493056757482,0.0
amd save computer game one buy amd card main stream x ti rx x rx x ti r x x rx x jensen fucking wallet,2,0,25,0.64,3.6732696895151085,-0.2777777777777778
microsofthelpt treyarchpc atviassist problem game cod bo started steam crash minute game see screenshot event viewer tried run compatibility mode win fix intel k nvidia ti pic twitter com bxuwy tkv,1,0,31,0.967741935483871,4.889680181354619,0.0
time despite fact currently million people living poverty line access health service access health care access health care,2,1,18,0.7222222222222222,3.530493056757482,0.0
nvidia released security update driver fix several issue lead denial service privilege escalation disclosure information update cover multiple vulnerability affecting twib l l rdj gplkd display via infosechotspot co qoy qr yr,1,0,32,0.9375,4.875,0.0
nvidia released security update driver fix several problem lead denial service privilege escalation information leakage,1,0,15,1.0,3.906890595608518,0.0
